qp_x,qp_y,qp_z,tissue_id
4.09515314e-02,1.05769765e-02,9.07242578e-03,1
4.51723672e-02,1.05769765e-02,1.02271149e-02,1
4.93932031e-02,1.05769765e-02,1.13818049e-02,1
5.22755347e-02,1.05769765e-02,1.21703213e-02,1
4.50454541e-02,1.05769765e-02,7.70656439e-03,1
4.79277819e-02,1.05769765e-02,8.49508028e-03,1
5.21486178e-02,1.05769765e-02,9.64977033e-03,1
5.63694537e-02,1.05769765e-02,1.08044604e-02,1
5.92517853e-02,1.05769765e-02,1.15929767e-02,1
5.20217046e-02,1.05769765e-02,7.12921936e-03,1
5.49040362e-02,1.05769765e-02,7.91773573e-03,1
5.91248721e-02,1.05769765e-02,9.07242578e-03,1
6.33457080e-02,1.05769765e-02,1.02271149e-02,1
6.62280396e-02,1.05769765e-02,1.10156313e-02,1
5.67856580e-02,1.05769765e-02,6.73496118e-03,1
5.96679859e-02,1.05769765e-02,7.52347708e-03,1
6.38888255e-02,1.05769765e-02,8.67816713e-03,1
6.81096613e-02,1.05769765e-02,9.83285718e-03,1
7.09919855e-02,1.05769765e-02,1.06213735e-02,1
3.33052538e-02,1.31049864e-02,8.67816713e-03,1
3.61875817e-02,1.31049864e-02,9.46668349e-03,1
4.04084176e-02,1.31049864e-02,1.06213735e-02,1
4.46292534e-02,1.31049864e-02,1.17760636e-02,1
4.75115813e-02,1.31049864e-02,1.25645790e-02,1
3.80692035e-02,1.31049864e-02,8.28390941e-03,1
4.09515314e-02,1.31049864e-02,9.07242578e-03,1
4.51723672e-02,1.31049864e-02,1.02271149e-02,1
4.93932031e-02,1.31049864e-02,1.13818049e-02,1
5.22755347e-02,1.31049864e-02,1.21703213e-02,1
4.50454541e-02,1.31049864e-02,7.70656439e-03,1
4.79277819e-02,1.31049864e-02,8.49508028e-03,1
5.21486178e-02,1.31049864e-02,9.64977033e-03,1
5.63694537e-02,1.31049864e-02,1.08044604e-02,1
5.92517853e-02,1.31049864e-02,1.15929767e-02,1
5.20217046e-02,1.31049864e-02,7.12921936e-03,1
5.49040362e-02,1.31049864e-02,7.91773573e-03,1
5.91248721e-02,1.31049864e-02,9.07242578e-03,1
6.33457080e-02,1.31049864e-02,1.02271149e-02,1
6.62280396e-02,1.31049864e-02,1.10156313e-02,1
5.67856580e-02,1.31049864e-02,6.73496118e-03,1
5.96679859e-02,1.31049864e-02,7.52347708e-03,1
6.38888255e-02,1.31049864e-02,8.67816713e-03,1
6.81096613e-02,1.31049864e-02,9.83285718e-03,1
7.09919855e-02,1.31049864e-02,1.06213735e-02,1
4.89824153e-02,6.45013584e-04,1.29669541e-02,1
5.18647470e-02,6.45013584e-04,1.37554705e-02,1
5.60855828e-02,6.45013584e-04,1.49101606e-02,1
6.03064187e-02,6.45013584e-04,1.60648506e-02,1
6.31887466e-02,6.45013584e-04,1.68533660e-02,1
5.37463687e-02,6.45013584e-04,1.25726964e-02,1
5.66286966e-02,6.45013584e-04,1.33612119e-02,1
6.08495325e-02,6.45013584e-04,1.45159019e-02,1
6.50703683e-02,6.45013584e-04,1.56705920e-02,1
6.79527000e-02,6.45013584e-04,1.64591074e-02,1
6.07226193e-02,6.45013584e-04,1.19953509e-02,1
6.36049509e-02,6.45013584e-04,1.27838673e-02,1
6.78257868e-02,6.45013584e-04,1.39385574e-02,1
7.20466226e-02,6.45013584e-04,1.50932474e-02,1
7.49289468e-02,6.45013584e-04,1.58817638e-02,1
6.76988736e-02,6.45013584e-04,1.14180064e-02,1
7.05811977e-02,6.45013584e-04,1.22065218e-02,1
7.48020336e-02,6.45013584e-04,1.33612119e-02,1
7.90228695e-02,6.45013584e-04,1.45159019e-02,1
8.19052011e-02,6.45013584e-04,1.53044183e-02,1
7.24628195e-02,6.45013584e-04,1.10237477e-02,1
7.53451511e-02,6.45013584e-04,1.18122641e-02,1
7.95659870e-02,6.45013584e-04,1.29669541e-02,1
8.37868229e-02,6.45013584e-04,1.41216442e-02,1
8.66691545e-02,6.45013584e-04,1.49101606e-02,1
4.89824153e-02,3.17302346e-03,1.29669541e-02,1
5.18647470e-02,3.17302346e-03,1.37554705e-02,1
5.60855828e-02,3.17302346e-03,1.49101606e-02,1
6.03064187e-02,3.17302346e-03,1.60648506e-02,1
6.31887466e-02,3.17302346e-03,1.68533660e-02,1
5.37463687e-02,3.17302346e-03,1.25726964e-02,1
5.66286966e-02,3.17302346e-03,1.33612119e-02,1
6.08495325e-02,3.17302346e-03,1.45159019e-02,1
6.50703683e-02,3.17302346e-03,1.56705920e-02,1
6.79527000e-02,3.17302346e-03,1.64591074e-02,1
6.07226193e-02,3.17302346e-03,1.19953509e-02,1
6.36049509e-02,3.17302346e-03,1.27838673e-02,1
6.78257868e-02,3.17302346e-03,1.39385574e-02,1
7.20466226e-02,3.17302346e-03,1.50932474e-02,1
7.49289468e-02,3.17302346e-03,1.58817638e-02,1
6.76988736e-02,3.17302346e-03,1.14180064e-02,1
7.05811977e-02,3.17302346e-03,1.22065218e-02,1
7.48020336e-02,3.17302346e-03,1.33612119e-02,1
7.90228695e-02,3.17302346e-03,1.45159019e-02,1
8.19052011e-02,3.17302346e-03,1.53044183e-02,1
7.24628195e-02,3.17302346e-03,1.10237477e-02,1
7.53451511e-02,3.17302346e-03,1.18122641e-02,1
7.95659870e-02,3.17302346e-03,1.29669541e-02,1
8.37868229e-02,3.17302346e-03,1.41216442e-02,1
8.66691545e-02,3.17302346e-03,1.49101606e-02,1
4.89824153e-02,6.87499996e-03,1.29669541e-02,1
5.18647470e-02,6.87499996e-03,1.37554705e-02,1
5.60855828e-02,6.87499996e-03,1.49101606e-02,1
6.03064187e-02,6.87499996e-03,1.60648506e-02,1
6.31887466e-02,6.87499996e-03,1.68533660e-02,1
5.37463687e-02,6.87499996e-03,1.25726964e-02,1
5.66286966e-02,6.87499996e-03,1.33612119e-02,1
6.08495325e-02,6.87499996e-03,1.45159019e-02,1
6.50703683e-02,6.87499996e-03,1.56705920e-02,1
6.79527000e-02,6.87499996e-03,1.64591074e-02,1
6.07226193e-02,6.87499996e-03,1.19953509e-02,1
6.36049509e-02,6.87499996e-03,1.27838673e-02,1
6.78257868e-02,6.87499996e-03,1.39385574e-02,1
7.20466226e-02,6.87499996e-03,1.50932474e-02,1
7.49289468e-02,6.87499996e-03,1.58817638e-02,1
6.76988736e-02,6.87499996e-03,1.14180064e-02,1
7.05811977e-02,6.87499996e-03,1.22065218e-02,1
7.48020336e-02,6.87499996e-03,1.33612119e-02,1
7.90228695e-02,6.87499996e-03,1.45159019e-02,1
8.19052011e-02,6.87499996e-03,1.53044183e-02,1
7.24628195e-02,6.87499996e-03,1.10237477e-02,1
7.53451511e-02,6.87499996e-03,1.18122641e-02,1
7.95659870e-02,6.87499996e-03,1.29669541e-02,1
8.37868229e-02,6.87499996e-03,1.41216442e-02,1
8.66691545e-02,6.87499996e-03,1.49101606e-02,1
4.89824153e-02,1.05769765e-02,1.29669541e-02,1
5.18647470e-02,1.05769765e-02,1.37554705e-02,1
5.60855828e-02,1.05769765e-02,1.49101606e-02,1
6.03064187e-02,1.05769765e-02,1.60648506e-02,1
6.31887466e-02,1.05769765e-02,1.68533660e-02,1
5.37463687e-02,1.05769765e-02,1.25726964e-02,1
5.66286966e-02,1.05769765e-02,1.33612119e-02,1
6.08495325e-02,1.05769765e-02,1.45159019e-02,1
6.50703683e-02,1.05769765e-02,1.56705920e-02,1
6.79527000e-02,1.05769765e-02,1.64591074e-02,1
6.07226193e-02,1.05769765e-02,1.19953509e-02,1
6.36049509e-02,1.05769765e-02,1.27838673e-02,1
6.78257868e-02,1.05769765e-02,1.39385574e-02,1
7.20466226e-02,1.05769765e-02,1.50932474e-02,1
7.49289468e-02,1.05769765e-02,1.58817638e-02,1
6.76988736e-02,1.05769765e-02,1.14180064e-02,1
7.05811977e-02,1.05769765e-02,1.22065218e-02,1
7.48020336e-02,1.05769765e-02,1.33612119e-02,1
7.90228695e-02,1.05769765e-02,1.45159019e-02,1
8.19052011e-02,1.05769765e-02,1.53044183e-02,1
7.24628195e-02,1.05769765e-02,1.10237477e-02,1
7.53451511e-02,1.05769765e-02,1.18122641e-02,1
7.95659870e-02,1.05769765e-02,1.29669541e-02,1
8.37868229e-02,1.05769765e-02,1.41216442e-02,1
8.66691545e-02,1.05769765e-02,1.49101606e-02,1
4.89824153e-02,1.31049864e-02,1.29669541e-02,1
5.18647470e-02,1.31049864e-02,1.37554705e-02,1
