qp_x,qp_y,qp_z,tissue_id
1.18426546e-01,2.06250008e-02,8.24933377e-05,1
1.21308871e-01,2.06250008e-02,8.71009368e-04,1
1.14078797e-01,2.06250008e-02,-3.59274773e-03,1
1.16961122e-01,2.06250008e-02,-2.80423183e-03,1
1.21181957e-01,2.06250008e-02,-1.64954178e-03,1
1.25402793e-01,2.06250008e-02,-4.94851673e-04,1
1.28285125e-01,2.06250008e-02,2.93664372e-04,1
1.18842743e-01,2.06250008e-02,-3.98700591e-03,1
1.21725075e-01,2.06250008e-02,-3.19848978e-03,1
1.25945911e-01,2.06250008e-02,-2.04379973e-03,1
1.30166754e-01,2.06250008e-02,-8.89109680e-04,1
1.33049071e-01,2.06250008e-02,-1.00593657e-04,1
9.53623429e-02,2.43269764e-02,-2.04379973e-03,1
9.82446671e-02,2.43269764e-02,-1.25528371e-03,1
1.02465503e-01,2.43269764e-02,-1.00593657e-04,1
1.06686346e-01,2.43269764e-02,1.05409638e-03,1
1.09568670e-01,2.43269764e-02,1.84261240e-03,1
1.00126289e-01,2.43269764e-02,-2.43805768e-03,1
1.03008620e-01,2.43269764e-02,-1.64954178e-03,1
1.07229456e-01,2.43269764e-02,-4.94851673e-04,1
1.11450292e-01,2.43269764e-02,6.59838377e-04,1
1.14332624e-01,2.43269764e-02,1.44835445e-03,1
1.07102543e-01,2.43269764e-02,-3.01540270e-03,1
1.09984875e-01,2.43269764e-02,-2.22688681e-03,1
1.14205711e-01,2.43269764e-02,-1.07219676e-03,1
1.18426546e-01,2.43269764e-02,8.24933377e-05,1
1.21308871e-01,2.43269764e-02,8.71009368e-04,1
1.14078797e-01,2.43269764e-02,-3.59274773e-03,1
1.16961122e-01,2.43269764e-02,-2.80423183e-03,1
1.21181957e-01,2.43269764e-02,-1.64954178e-03,1
1.25402793e-01,2.43269764e-02,-4.94851673e-04,1
1.28285125e-01,2.43269764e-02,2.93664372e-04,1
1.18842743e-01,2.43269764e-02,-3.98700591e-03,1
1.21725075e-01,2.43269764e-02,-3.19848978e-03,1
1.25945911e-01,2.43269764e-02,-2.04379973e-03,1
1.30166754e-01,2.43269764e-02,-8.89109680e-04,1
1.33049071e-01,2.43269764e-02,-1.00593657e-04,1
9.53623429e-02,2.68549863e-02,-2.04379973e-03,1
9.82446671e-02,2.68549863e-02,-1.25528371e-03,1
1.02465503e-01,2.68549863e-02,-1.00593657e-04,1
1.06686346e-01,2.68549863e-02,1.05409638e-03,1
1.09568670e-01,2.68549863e-02,1.84261240e-03,1
1.00126289e-01,2.68549863e-02,-2.43805768e-03,1
1.03008620e-01,2.68549863e-02,-1.64954178e-03,1
1.07229456e-01,2.68549863e-02,-4.94851673e-04,1
1.11450292e-01,2.68549863e-02,6.59838377e-04,1
1.14332624e-01,2.68549863e-02,1.44835445e-03,1
1.07102543e-01,2.68549863e-02,-3.01540270e-03,1
1.09984875e-01,2.68549863e-02,-2.22688681e-03,1
1.14205711e-01,2.68549863e-02,-1.07219676e-03,1
1.18426546e-01,2.68549863e-02,8.24933377e-05,1
1.21308871e-01,2.68549863e-02,8.71009368e-04,1
1.14078797e-01,2.68549863e-02,-3.59274773e-03,1
1.16961122e-01,2.68549863e-02,-2.80423183e-03,1
1.21181957e-01,2.68549863e-02,-1.64954178e-03,1
1.25402793e-01,2.68549863e-02,-4.94851673e-04,1
1.28285125e-01,2.68549863e-02,2.93664372e-04,1
1.18842743e-01,2.68549863e-02,-3.98700591e-03,1
1.21725075e-01,2.68549863e-02,-3.19848978e-03,1
1.25945911e-01,2.68549863e-02,-2.04379973e-03,1
1.30166754e-01,2.68549863e-02,-8.89109680e-04,1
1.33049071e-01,2.68549863e-02,-1.00593657e-04,1
1.11039504e-01,1.43950135e-02,2.24498706e-03,1
1.13921836e-01,1.43950135e-02,3.03350319e-03,1
1.18142672e-01,1.43950135e-02,4.18819301e-03,1
1.22363508e-01,1.43950135e-02,5.34288306e-03,1
1.25245839e-01,1.43950135e-02,6.13139942e-03,1
1.15803458e-01,1.43950135e-02,1.85072899e-03,1
1.18685782e-01,1.43950135e-02,2.63924501e-03,1
1.22906618e-01,1.43950135e-02,3.79393506e-03,1
1.27127454e-01,1.43950135e-02,4.94862534e-03,1
1.30009785e-01,1.43950135e-02,5.73714124e-03,1
1.22779705e-01,1.43950135e-02,1.27338397e-03,1
1.25662044e-01,1.43950135e-02,2.06189998e-03,1
1.29882872e-01,1.43950135e-02,3.21659003e-03,1
1.34103715e-01,1.43950135e-02,4.37128032e-03,1
1.36986032e-01,1.43950135e-02,5.15979622e-03,1
1.29755959e-01,1.43950135e-02,6.96039002e-04,1
1.32638291e-01,1.43950135e-02,1.48455508e-03,1
1.36859119e-01,1.43950135e-02,2.63924501e-03,1
1.41079962e-01,1.43950135e-02,3.79393506e-03,1
1.43962294e-01,1.43950135e-02,4.58245119e-03,1
1.34519905e-01,1.43950135e-02,3.01780994e-04,1
1.37402236e-01,1.43950135e-02,1.09029701e-03,1
1.41623080e-01,1.43950135e-02,2.24498706e-03,1
1.45843908e-01,1.43950135e-02,3.39967711e-03,1
1.48726240e-01,1.43950135e-02,4.18819301e-03,1
1.11039504e-01,1.69230234e-02,2.24498706e-03,1
1.13921836e-01,1.69230234e-02,3.03350319e-03,1
1.18142672e-01,1.69230234e-02,4.18819301e-03,1
1.22363508e-01,1.69230234e-02,5.34288306e-03,1
1.25245839e-01,1.69230234e-02,6.13139942e-03,1
1.15803458e-01,1.69230234e-02,1.85072899e-03,1
1.18685782e-01,1.69230234e-02,2.63924501e-03,1
1.22906618e-01,1.69230234e-02,3.79393506e-03,1
1.27127454e-01,1.69230234e-02,4.94862534e-03,1
1.30009785e-01,1.69230234e-02,5.73714124e-03,1
1.22779705e-01,1.69230234e-02,1.27338397e-03,1
1.25662044e-01,1.69230234e-02,2.06189998e-03,1
1.29882872e-01,1.69230234e-02,3.21659003e-03,1
1.34103715e-01,1.69230234e-02,4.37128032e-03,1
1.36986032e-01,1.69230234e-02,5.15979622e-03,1
1.29755959e-01,1.69230234e-02,6.96039002e-04,1
1.32638291e-01,1.69230234e-02,1.48455508e-03,1
1.36859119e-01,1.69230234e-02,2.63924501e-03,1
1.41079962e-01,1.69230234e-02,3.79393506e-03,1
1.43962294e-01,1.69230234e-02,4.58245119e-03,1
1.34519905e-01,1.69230234e-02,3.01780994e-04,1
1.37402236e-01,1.69230234e-02,1.09029701e-03,1
1.41623080e-01,1.69230234e-02,2.24498706e-03,1
1.45843908e-01,1.69230234e-02,3.39967711e-03,1
1.48726240e-01,1.69230234e-02,4.18819301e-03,1
1.11039504e-01,2.06250008e-02,2.24498706e-03,1
1.13921836e-01,2.06250008e-02,3.03350319e-03,1
1.18142672e-01,2.06250008e-02,4.18819301e-03,1
1.22363508e-01,2.06250008e-02,5.34288306e-03,1
1.25245839e-01,2.06250008e-02,6.13139942e-03,1
1.15803458e-01,2.06250008e-02,1.85072899e-03,1
1.18685782e-01,2.06250008e-02,2.63924501e-03,1
1.22906618e-01,2.06250008e-02,3.79393506e-03,1
1.27127454e-01,2.06250008e-02,4.94862534e-03,1
1.30009785e-01,2.06250008e-02,5.73714124e-03,1
1.22779705e-01,2.06250008e-02,1.27338397e-03,1
1.25662044e-01,2.06250008e-02,2.06189998e-03,1
1.29882872e-01,2.06250008e-02,3.21659003e-03,1
1.34103715e-01,2.06250008e-02,4.37128032e-03,1
1.36986032e-01,2.06250008e-02,5.15979622e-03,1
1.29755959e-01,2.06250008e-02,6.96039002e-04,1
1.32638291e-01,2.06250008e-02,1.48455508e-03,1
1.36859119e-01,2.06250008e-02,2.63924501e-03,1
1.41079962e-01,2.06250008e-02,3.79393506e-03,1
1.43962294e-01,2.06250008e-02,4.58245119e-03,1
1.34519905e-01,2.06250008e-02,3.01780994e-04,1
1.37402236e-01,2.06250008e-02,1.09029701e-03,1
1.41623080e-01,2.06250008e-02,2.24498706e-03,1
1.45843908e-01,2.06250008e-02,3.39967711e-03,1
1.48726240e-01,2.06250008e-02,4.18819301e-03,1
1.11039504e-01,2.43269764e-02,2.24498706e-03,1
1.13921836e-01,2.43269764e-02,3.03350319e-03,1
1.18142672e-01,2.43269764e-02,4.18819301e-03,1
1.22363508e-01,2.43269764e-02,5.34288306e-03,1
1.25245839e-01,2.43269764e-02,6.13139942e-03,1
1.15803458e-01,2.43269764e-02,1.85072899e-03,1
1.18685782e-01,2.43269764e-02,2.63924501e-03,1
1.22906618e-01,2.43269764e-02,3.79393506e-03,1
1.27127454e-01,2.43269764e-02,4.94862534e-03,1
1.30009785e-01,2.43269764e-02,5.73714124e-03,1
1.22779705e-01,2.43269764e-02,1.27338397e-03,1
1.25662044e-01,2.43269764e-02,2.06189998e-03,1
1.29882872e-01,2.43269764e-02,3.21659003e-03,1
1.34103715e-01,2.43269764e-02,4.37128032e-03,1
1.36986032e-01,2.43269764e-02,5.15979622e-03,1
1.29755959e-01,2.43269764e-02,6.96039002e-04,1
1.32638291e-01,2.43269764e-02,1.48455508e-03,1
1.36859119e-01,2.43269764e-02,2.63924501e-03,1
1.41079962e-01,2.43269764e-02,3.79393506e-03,1
1.43962294e-01,2.43269764e-02,4.58245119e-03,1
1.34519905e-01,2.43269764e-02,3.01780994e-04,1
1.37402236e-01,2.43269764e-02,1.09029701e-03,1
1.41623080e-01,2.43269764e-02,2.24498706e-03,1
1.45843908e-01,2.43269764e-02,3.39967711e-03,1
1.48726240e-01,2.43269764e-02,4.18819301e-03,1
1.11039504e-01,2.68549863e-02,2.24498706e-03,1
1.13921836e-01,2.68549863e-02,3.03350319e-03,1
1.18142672e-01,2.68549863e-02,4.18819301e-03,1
1.22363508e-01,2.68549863e-02,5.34288306e-03,1
1.25245839e-01,2.68549863e-02,6.13139942e-03,1
1.15803458e-01,2.68549863e-02,1.85072899e-03,1
1.18685782e-01,2.68549863e-02,2.63924501e-03,1
1.22906618e-01,2.68549863e-02,3.79393506e-03,1
1.27127454e-01,2.68549863e-02,4.94862534e-03,1
1.30009785e-01,2.68549863e-02,5.73714124e-03,1
1.22779705e-01,2.68549863e-02,1.27338397e-03,1
1.25662044e-01,2.68549863e-02,2.06189998e-03,1
1.29882872e-01,2.68549863e-02,3.21659003e-03,1
1.34103715e-01,2.68549863e-02,4.37128032e-03,1
1.36986032e-01,2.68549863e-02,5.15979622e-03,1
1.29755959e-01,2.68549863e-02,6.96039002e-04,1
1.32638291e-01,2.68549863e-02,1.48455508e-03,1
1.36859119e-01,2.68549863e-02,2.63924501e-03,1
1.41079962e-01,2.68549863e-02,3.79393506e-03,1
1.43962294e-01,2.68549863e-02,4.58245119e-03,1
1.34519905e-01,2.68549863e-02,3.01780994e-04,1
1.37402236e-01,2.68549863e-02,1.09029701e-03,1
1.41623080e-01,2.68549863e-02,2.24498706e-03,1
1.45843908e-01,2.68549863e-02,3.39967711e-03,1
1.48726240e-01,2.68549863e-02,4.18819301e-03,1
1.26716673e-01,1.43950135e-02,6.53377408e-03,1
1.29599005e-01,1.43950135e-02,7.32228998e-03,1
1.33819833e-01,1.43950135e-02,8.47698003e-03,1
1.38040677e-01,1.43950135e-02,9.63167008e-03,1
1.40922993e-01,1.43950135e-02,1.04201864e-02,1
1.31480619e-01,1.43950135e-02,6.13951590e-03,1
1.34362951e-01,1.43950135e-02,6.92803180e-03,1
1.38583779e-01,1.43950135e-02,8.08272231e-03,1
1.42804623e-01,1.43950135e-02,9.23741236e-03,1
1.45686954e-01,1.43950135e-02,1.00259278e-02,1
1.38456866e-01,1.43950135e-02,5.56217087e-03,1
1.41339198e-01,1.43950135e-02,6.35068677e-03,1
1.45560041e-01,1.43950135e-02,7.50537682e-03,1
1.49780869e-01,1.43950135e-02,8.66006687e-03,1
1.52663201e-01,1.43950135e-02,9.44858324e-03,1
1.45433128e-01,1.43950135e-02,4.98482585e-03,1
1.48315459e-01,1.43950135e-02,5.77334175e-03,1
1.52536288e-01,1.43950135e-02,6.92803180e-03,1
1.56757131e-01,1.43950135e-02,8.08272231e-03,1
1.59639448e-01,1.43950135e-02,8.87123775e-03,1
1.50197074e-01,1.43950135e-02,4.59056767e-03,1
1.53079405e-01,1.43950135e-02,5.37908403e-03,1
1.57300234e-01,1.43950135e-02,6.53377408e-03,1
1.61521077e-01,1.43950135e-02,7.68846413e-03,1
1.64403409e-01,1.43950135e-02,8.47698003e-03,1
1.26716673e-01,1.69230234e-02,6.53377408e-03,1
1.29599005e-01,1.69230234e-02,7.32228998e-03,1
1.33819833e-01,1.69230234e-02,8.47698003e-03,1
1.38040677e-01,1.69230234e-02,9.63167008e-03,1
1.40922993e-01,1.69230234e-02,1.04201864e-02,1
1.31480619e-01,1.69230234e-02,6.13951590e-03,1
1.34362951e-01,1.69230234e-02,6.92803180e-03,1
1.38583779e-01,1.69230234e-02,8.08272231e-03,1
1.42804623e-01,1.69230234e-02,9.23741236e-03,1
1.45686954e-01,1.69230234e-02,1.00259278e-02,1
1.38456866e-01,1.69230234e-02,5.56217087e-03,1
1.41339198e-01,1.69230234e-02,6.35068677e-03,1
1.45560041e-01,1.69230234e-02,7.50537682e-03,1
1.49780869e-01,1.69230234e-02,8.66006687e-03,1
1.52663201e-01,1.69230234e-02,9.44858324e-03,1
1.45433128e-01,1.69230234e-02,4.98482585e-03,1
1.48315459e-01,1.69230234e-02,5.77334175e-03,1
1.52536288e-01,1.69230234e-02,6.92803180e-03,1
1.56757131e-01,1.69230234e-02,8.08272231e-03,1
1.59639448e-01,1.69230234e-02,8.87123775e-03,1
1.50197074e-01,1.69230234e-02,4.59056767e-03,1
1.53079405e-01,1.69230234e-02,5.37908403e-03,1
1.57300234e-01,1.69230234e-02,6.53377408e-03,1
1.61521077e-01,1.69230234e-02,7.68846413e-03,1
1.64403409e-01,1.69230234e-02,8.47698003e-03,1
1.26716673e-01,2.06250008e-02,6.53377408e-03,1
1.29599005e-01,2.06250008e-02,7.32228998e-03,1
1.33819833e-01,2.06250008e-02,8.47698003e-03,1
1.38040677e-01,2.06250008e-02,9.63167008e-03,1
1.40922993e-01,2.06250008e-02,1.04201864e-02,1
1.31480619e-01,2.06250008e-02,6.13951590e-03,1
1.34362951e-01,2.06250008e-02,6.92803180e-03,1
1.38583779e-01,2.06250008e-02,8.08272231e-03,1
1.42804623e-01,2.06250008e-02,9.23741236e-03,1
1.45686954e-01,2.06250008e-02,1.00259278e-02,1
1.38456866e-01,2.06250008e-02,5.56217087e-03,1
1.41339198e-01,2.06250008e-02,6.35068677e-03,1
1.45560041e-01,2.06250008e-02,7.50537682e-03,1
1.49780869e-01,2.06250008e-02,8.66006687e-03,1
1.52663201e-01,2.06250008e-02,9.44858324e-03,1
1.45433128e-01,2.06250008e-02,4.98482585e-03,1
1.48315459e-01,2.06250008e-02,5.77334175e-03,1
1.52536288e-01,2.06250008e-02,6.92803180e-03,1
1.56757131e-01,2.06250008e-02,8.08272231e-03,1
1.59639448e-01,2.06250008e-02,8.87123775e-03,1
1.50197074e-01,2.06250008e-02,4.59056767e-03,1
1.53079405e-01,2.06250008e-02,5.37908403e-03,1
1.57300234e-01,2.06250008e-02,6.53377408e-03,1
1.61521077e-01,2.06250008e-02,7.68846413e-03,1
1.64403409e-01,2.06250008e-02,8.47698003e-03,1
1.26716673e-01,2.43269764e-02,6.53377408e-03,1
1.29599005e-01,2.43269764e-02,7.32228998e-03,1
1.33819833e-01,2.43269764e-02,8.47698003e-03,1
1.38040677e-01,2.43269764e-02,9.63167008e-03,1
1.40922993e-01,2.43269764e-02,1.04201864e-02,1
1.31480619e-01,2.43269764e-02,6.13951590e-03,1
1.34362951e-01,2.43269764e-02,6.92803180e-03,1
1.38583779e-01,2.43269764e-02,8.08272231e-03,1
1.42804623e-01,2.43269764e-02,9.23741236e-03,1
1.45686954e-01,2.43269764e-02,1.00259278e-02,1
1.38456866e-01,2.43269764e-02,5.56217087e-03,1
1.41339198e-01,2.43269764e-02,6.35068677e-03,1
1.45560041e-01,2.43269764e-02,7.50537682e-03,1
1.49780869e-01,2.43269764e-02,8.66006687e-03,1
1.52663201e-01,2.43269764e-02,9.44858324e-03,1
1.45433128e-01,2.43269764e-02,4.98482585e-03,1
1.48315459e-01,2.43269764e-02,5.77334175e-03,1
1.52536288e-01,2.43269764e-02,6.92803180e-03,1
1.56757131e-01,2.43269764e-02,8.08272231e-03,1
1.59639448e-01,2.43269764e-02,8.87123775e-03,1
1.50197074e-01,2.43269764e-02,4.59056767e-03,1
1.53079405e-01,2.43269764e-02,5.37908403e-03,1
1.57300234e-01,2.43269764e-02,6.53377408e-03,1
1.61521077e-01,2.43269764e-02,7.68846413e-03,1
1.64403409e-01,2.43269764e-02,8.47698003e-03,1
1.26716673e-01,2.68549863e-02,6.53377408e-03,1
1.29599005e-01,2.68549863e-02,7.32228998e-03,1
1.33819833e-01,2.68549863e-02,8.47698003e-03,1
1.38040677e-01,2.68549863e-02,9.63167008e-03,1
1.40922993e-01,2.68549863e-02,1.04201864e-02,1
1.31480619e-01,2.68549863e-02,6.13951590e-03,1
1.34362951e-01,2.68549863e-02,6.92803180e-03,1
1.38583779e-01,2.68549863e-02,8.08272231e-03,1
1.42804623e-01,2.68549863e-02,9.23741236e-03,1
1.45686954e-01,2.68549863e-02,1.00259278e-02,1
1.38456866e-01,2.68549863e-02,5.56217087e-03,1
1.41339198e-01,2.68549863e-02,6.35068677e-03,1
1.45560041e-01,2.68549863e-02,7.50537682e-03,1
1.49780869e-01,2.68549863e-02,8.66006687e-03,1
1.52663201e-01,2.68549863e-02,9.44858324e-03,1
1.45433128e-01,2.68549863e-02,4.98482585e-03,1
1.48315459e-01,2.68549863e-02,5.77334175e-03,1
1.52536288e-01,2.68549863e-02,6.92803180e-03,1
1.56757131e-01,2.68549863e-02,8.08272231e-03,1
1.59639448e-01,2.68549863e-02,8.87123775e-03,1
1.50197074e-01,2.68549863e-02,4.59056767e-03,1
1.53079405e-01,2.68549863e-02,5.37908403e-03,1
1.57300234e-01,2.68549863e-02,6.53377408e-03,1
1.61521077e-01,2.68549863e-02,7.68846413e-03,1
1.64403409e-01,2.68549863e-02,8.47698003e-03,1
1.05596595e-01,1.43950135e-02,-8.47698003e-03,1
1.08478926e-01,1.43950135e-02,-7.68846413e-03,1
1.12699762e-01,1.43950135e-02,-6.53377408e-03,1
1.16920598e-01,1.43950135e-02,-5.37908403e-03,1
1.19802922e-01,1.43950135e-02,-4.59056767e-03,1
1.10360548e-01,1.43950135e-02,-8.87123775e-03,1
1.13242872e-01,1.43950135e-02,-8.08272231e-03,1
1.17463708e-01,1.43950135e-02,-6.92803180e-03,1
1.21684544e-01,1.43950135e-02,-5.77334175e-03,1
1.24566875e-01,1.43950135e-02,-4.98482585e-03,1
1.17336795e-01,1.43950135e-02,-9.44858324e-03,1
1.20219126e-01,1.43950135e-02,-8.66006687e-03,1
1.24439962e-01,1.43950135e-02,-7.50537682e-03,1
1.28660798e-01,1.43950135e-02,-6.35068677e-03,1
1.31543130e-01,1.43950135e-02,-5.56217087e-03,1
1.24313049e-01,1.43950135e-02,-1.00259278e-02,1
1.27195373e-01,1.43950135e-02,-9.23741236e-03,1
1.31416216e-01,1.43950135e-02,-8.08272231e-03,1
1.35637045e-01,1.43950135e-02,-6.92803180e-03,1
1.38519377e-01,1.43950135e-02,-6.13951590e-03,1
1.29077002e-01,1.43950135e-02,-1.04201864e-02,1
1.31959334e-01,1.43950135e-02,-9.63167008e-03,1
1.36180162e-01,1.43950135e-02,-8.47698003e-03,1
1.40401006e-01,1.43950135e-02,-7.32228998e-03,1
1.43283337e-01,1.43950135e-02,-6.53377408e-03,1
1.05596595e-01,1.69230234e-02,-8.47698003e-03,1
1.08478926e-01,1.69230234e-02,-7.68846413e-03,1
1.12699762e-01,1.69230234e-02,-6.53377408e-03,1
1.16920598e-01,1.69230234e-02,-5.37908403e-03,1
1.19802922e-01,1.69230234e-02,-4.59056767e-03,1
1.10360548e-01,1.69230234e-02,-8.87123775e-03,1
1.13242872e-01,1.69230234e-02,-8.08272231e-03,1
1.17463708e-01,1.69230234e-02,-6.92803180e-03,1
1.21684544e-01,1.69230234e-02,-5.77334175e-03,1
1.24566875e-01,1.69230234e-02,-4.98482585e-03,1
1.17336795e-01,1.69230234e-02,-9.44858324e-03,1
1.20219126e-01,1.69230234e-02,-8.66006687e-03,1
1.24439962e-01,1.69230234e-02,-7.50537682e-03,1
1.28660798e-01,1.69230234e-02,-6.35068677e-03,1
1.31543130e-01,1.69230234e-02,-5.56217087e-03,1
1.24313049e-01,1.69230234e-02,-1.00259278e-02,1
1.27195373e-01,1.69230234e-02,-9.23741236e-03,1
1.31416216e-01,1.69230234e-02,-8.08272231e-03,1
1.35637045e-01,1.69230234e-02,-6.92803180e-03,1
1.38519377e-01,1.69230234e-02,-6.13951590e-03,1
1.29077002e-01,1.69230234e-02,-1.04201864e-02,1
1.31959334e-01,1.69230234e-02,-9.63167008e-03,1
1.36180162e-01,1.69230234e-02,-8.47698003e-03,1
1.40401006e-01,1.69230234e-02,-7.32228998e-03,1
1.43283337e-01,1.69230234e-02,-6.53377408e-03,1
1.05596595e-01,2.06250008e-02,-8.47698003e-03,1
1.08478926e-01,2.06250008e-02,-7.68846413e-03,1
1.12699762e-01,2.06250008e-02,-6.53377408e-03,1
1.16920598e-01,2.06250008e-02,-5.37908403e-03,1
1.19802922e-01,2.06250008e-02,-4.59056767e-03,1
1.10360548e-01,2.06250008e-02,-8.87123775e-03,1
1.13242872e-01,2.06250008e-02,-8.08272231e-03,1
1.17463708e-01,2.06250008e-02,-6.92803180e-03,1
1.21684544e-01,2.06250008e-02,-5.77334175e-03,1
1.24566875e-01,2.06250008e-02,-4.98482585e-03,1
1.17336795e-01,2.06250008e-02,-9.44858324e-03,1
1.20219126e-01,2.06250008e-02,-8.66006687e-03,1
1.24439962e-01,2.06250008e-02,-7.50537682e-03,1
1.28660798e-01,2.06250008e-02,-6.35068677e-03,1
1.31543130e-01,2.06250008e-02,-5.56217087e-03,1
1.24313049e-01,2.06250008e-02,-1.00259278e-02,1
1.27195373e-01,2.06250008e-02,-9.23741236e-03,1
1.31416216e-01,2.06250008e-02,-8.08272231e-03,1
1.35637045e-01,2.06250008e-02,-6.92803180e-03,1
1.38519377e-01,2.06250008e-02,-6.13951590e-03,1
1.29077002e-01,2.06250008e-02,-1.04201864e-02,1
1.31959334e-01,2.06250008e-02,-9.63167008e-03,1
1.36180162e-01,2.06250008e-02,-8.47698003e-03,1
1.40401006e-01,2.06250008e-02,-7.32228998e-03,1
1.43283337e-01,2.06250008e-02,-6.53377408e-03,1
1.05596595e-01,2.43269764e-02,-8.47698003e-03,1
1.08478926e-01,2.43269764e-02,-7.68846413e-03,1
1.12699762e-01,2.43269764e-02,-6.53377408e-03,1
1.16920598e-01,2.43269764e-02,-5.37908403e-03,1
1.19802922e-01,2.43269764e-02,-4.59056767e-03,1
1.10360548e-01,2.43269764e-02,-8.87123775e-03,1
1.13242872e-01,2.43269764e-02,-8.08272231e-03,1
1.17463708e-01,2.43269764e-02,-6.92803180e-03,1
1.21684544e-01,2.43269764e-02,-5.77334175e-03,1
1.24566875e-01,2.43269764e-02,-4.98482585e-03,1
1.17336795e-01,2.43269764e-02,-9.44858324e-03,1
1.20219126e-01,2.43269764e-02,-8.66006687e-03,1
1.24439962e-01,2.43269764e-02,-7.50537682e-03,1
1.28660798e-01,2.43269764e-02,-6.35068677e-03,1
1.31543130e-01,2.43269764e-02,-5.56217087e-03,1
1.24313049e-01,2.43269764e-02,-1.00259278e-02,1
1.27195373e-01,2.43269764e-02,-9.23741236e-03,1
1.31416216e-01,2.43269764e-02,-8.08272231e-03,1
1.35637045e-01,2.43269764e-02,-6.92803180e-03,1
1.38519377e-01,2.43269764e-02,-6.13951590e-03,1
1.29077002e-01,2.43269764e-02,-1.04201864e-02,1
1.31959334e-01,2.43269764e-02,-9.63167008e-03,1
1.36180162e-01,2.43269764e-02,-8.47698003e-03,1
1.40401006e-01,2.43269764e-02,-7.32228998e-03,1
1.43283337e-01,2.43269764e-02,-6.53377408e-03,1
1.05596595e-01,2.68549863e-02,-8.47698003e-03,1
1.08478926e-01,2.68549863e-02,-7.68846413e-03,1
1.12699762e-01,2.68549863e-02,-6.53377408e-03,1
1.16920598e-01,2.68549863e-02,-5.37908403e-03,1
1.19802922e-01,2.68549863e-02,-4.59056767e-03,1
1.10360548e-01,2.68549863e-02,-8.87123775e-03,1
1.13242872e-01,2.68549863e-02,-8.08272231e-03,1
1.17463708e-01,2.68549863e-02,-6.92803180e-03,1
1.21684544e-01,2.68549863e-02,-5.77334175e-03,1
1.24566875e-01,2.68549863e-02,-4.98482585e-03,1
1.17336795e-01,2.68549863e-02,-9.44858324e-03,1
1.20219126e-01,2.68549863e-02,-8.66006687e-03,1
1.24439962e-01,2.68549863e-02,-7.50537682e-03,1
1.28660798e-01,2.68549863e-02,-6.35068677e-03,1
1.31543130e-01,2.68549863e-02,-5.56217087e-03,1
1.24313049e-01,2.68549863e-02,-1.00259278e-02,1
1.27195373e-01,2.68549863e-02,-9.23741236e-03,1
1.31416216e-01,2.68549863e-02,-8.08272231e-03,1
1.35637045e-01,2.68549863e-02,-6.92803180e-03,1
1.38519377e-01,2.68549863e-02,-6.13951590e-03,1
1.29077002e-01,2.68549863e-02,-1.04201864e-02,1
1.31959334e-01,2.68549863e-02,-9.63167008e-03,1
1.36180162e-01,2.68549863e-02,-8.47698003e-03,1
1.40401006e-01,2.68549863e-02,-7.32228998e-03,1
1.43283337e-01,2.68549863e-02,-6.53377408e-03,1
1.21273756e-01,1.43950135e-02,-4.18819301e-03,1
1.24156088e-01,1.43950135e-02,-3.39967711e-03,1
1.28376931e-01,1.43950135e-02,-2.24498706e-03,1
1.32597759e-01,1.43950135e-02,-1.09029701e-03,1
1.35480091e-01,1.43950135e-02,-3.01780994e-04,1
1.26037717e-01,1.43950135e-02,-4.58245119e-03,1
1.28920034e-01,1.43950135e-02,-3.79393506e-03,1
1.33140877e-01,1.43950135e-02,-2.63924501e-03,1
1.37361705e-01,1.43950135e-02,-1.48455508e-03,1
1.40244037e-01,1.43950135e-02,-6.96039002e-04,1
1.33013964e-01,1.43950135e-02,-5.15979622e-03,1
1.35896295e-01,1.43950135e-02,-4.37128032e-03,1
1.40117124e-01,1.43950135e-02,-3.21659003e-03,1
1.44337967e-01,1.43950135e-02,-2.06189998e-03,1
1.47220299e-01,1.43950135e-02,-1.27338397e-03,1
1.39990211e-01,1.43950135e-02,-5.73714124e-03,1
1.42872542e-01,1.43950135e-02,-4.94862534e-03,1
1.47093385e-01,1.43950135e-02,-3.79393506e-03,1
1.51314214e-01,1.43950135e-02,-2.63924501e-03,1
1.54196545e-01,1.43950135e-02,-1.85072899e-03,1
1.44754171e-01,1.43950135e-02,-6.13139942e-03,1
1.47636488e-01,1.43950135e-02,-5.34288306e-03,1
1.51857331e-01,1.43950135e-02,-4.18819301e-03,1
1.56078160e-01,1.43950135e-02,-3.03350319e-03,1
1.58960491e-01,1.43950135e-02,-2.24498706e-03,1
1.21273756e-01,1.69230234e-02,-4.18819301e-03,1
1.24156088e-01,1.69230234e-02,-3.39967711e-03,1
1.28376931e-01,1.69230234e-02,-2.24498706e-03,1
1.32597759e-01,1.69230234e-02,-1.09029701e-03,1
1.35480091e-01,1.69230234e-02,-3.01780994e-04,1
1.26037717e-01,1.69230234e-02,-4.58245119e-03,1
1.28920034e-01,1.69230234e-02,-3.79393506e-03,1
1.33140877e-01,1.69230234e-02,-2.63924501e-03,1
1.37361705e-01,1.69230234e-02,-1.48455508e-03,1
1.40244037e-01,1.69230234e-02,-6.96039002e-04,1
1.33013964e-01,1.69230234e-02,-5.15979622e-03,1
1.35896295e-01,1.69230234e-02,-4.37128032e-03,1
