qp_x,qp_y,qp_z,tissue_id,max_iso_stress_muscle,muscle_fibre_orientation_x,muscle_fibre_orientation_y,muscle_fibre_orientation_z,fat_fraction
0.00195092359,0.000645013584,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.00483325263,0.000645013584,0.00088910968,1,200000,0.964557418457798,0,0.263873049965373,0
0.00905408897,0.000645013584,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.0132749248,0.000645013584,0.00319848978,1,200000,0.964557418457798,0,0.263873049965373,0
0.0161572546,0.000645013584,0.00398700591,1,200000,0.964557418457798,0,0.263873049965373,0
0.00671487441,0.000645013584,-0.000293664372,1,200000,0.964557418457798,0,0.263873049965373,0
0.00959720369,0.000645013584,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0138180396,0.000645013584,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0180388745,0.000645013584,0.00280423183,1,200000,0.964557418457798,0,0.263873049965373,0
0.0209212042,0.000645013584,0.00359274773,1,200000,0.964557418457798,0,0.263873049965373,0
0.0136911264,0.000645013584,-0.000871009368,1,200000,0.964557418457798,0,0.263873049965373,0
0.0165734552,0.000645013584,-8.24933377e-05,1,200000,0.964557418457798,0,0.263873049965373,0
0.020794291,0.000645013584,0.00107219676,1,200000,0.964557418457798,0,0.263873049965373,0
0.0250151269,0.000645013584,0.00222688681,1,200000,0.964557418457798,0,0.263873049965373,0
0.0278974567,0.000645013584,0.0030154027,1,200000,0.964557418457798,0,0.263873049965373,0
0.0206673779,0.000645013584,-0.00144835445,1,200000,0.964557418457798,0,0.263873049965373,0
0.0235497076,0.000645013584,-0.000659838377,1,200000,0.964557418457798,0,0.263873049965373,0
0.0277705435,0.000645013584,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0319913775,0.000645013584,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0348737091,0.000645013584,0.00243805768,1,200000,0.964557418457798,0,0.263873049965373,0
0.0254313275,0.000645013584,-0.0018426124,1,200000,0.964557418457798,0,0.263873049965373,0
0.0283136573,0.000645013584,-0.00105409638,1,200000,0.964557418457798,0,0.263873049965373,0
0.032534495,0.000645013584,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.0367553309,0.000645013584,0.00125528371,1,200000,0.964557418457798,0,0.263873049965373,0
0.0396376587,0.000645013584,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.00195092359,0.00317302346,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.00483325263,0.00317302346,0.00088910968,1,200000,0.964557418457798,0,0.263873049965373,0
0.00905408897,0.00317302346,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.0132749248,0.00317302346,0.00319848978,1,200000,0.964557418457798,0,0.263873049965373,0
0.0161572546,0.00317302346,0.00398700591,1,200000,0.964557418457798,0,0.263873049965373,0
0.00671487441,0.00317302346,-0.000293664372,1,200000,0.964557418457798,0,0.263873049965373,0
0.00959720369,0.00317302346,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0138180396,0.00317302346,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0180388745,0.00317302346,0.00280423183,1,200000,0.964557418457798,0,0.263873049965373,0
0.0209212042,0.00317302346,0.00359274773,1,200000,0.964557418457798,0,0.263873049965373,0
0.0136911264,0.00317302346,-0.000871009368,1,200000,0.964557418457798,0,0.263873049965373,0
0.0165734552,0.00317302346,-8.24933377e-05,1,200000,0.964557418457798,0,0.263873049965373,0
0.020794291,0.00317302346,0.00107219676,1,200000,0.964557418457798,0,0.263873049965373,0
0.0250151269,0.00317302346,0.00222688681,1,200000,0.964557418457798,0,0.263873049965373,0
0.0278974567,0.00317302346,0.0030154027,1,200000,0.964557418457798,0,0.263873049965373,0
0.0206673779,0.00317302346,-0.00144835445,1,200000,0.964557418457798,0,0.263873049965373,0
0.0235497076,0.00317302346,-0.000659838377,1,200000,0.964557418457798,0,0.263873049965373,0
0.0277705435,0.00317302346,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0319913775,0.00317302346,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0348737091,0.00317302346,0.00243805768,1,200000,0.964557418457798,0,0.263873049965373,0
0.0254313275,0.00317302346,-0.0018426124,1,200000,0.964557418457798,0,0.263873049965373,0
0.0283136573,0.00317302346,-0.00105409638,1,200000,0.964557418457798,0,0.263873049965373,0
0.032534495,0.00317302346,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.0367553309,0.00317302346,0.00125528371,1,200000,0.964557418457798,0,0.263873049965373,0
0.0396376587,0.00317302346,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.00195092359,0.00687499996,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.00483325263,0.00687499996,0.00088910968,1,200000,0.964557418457798,0,0.263873049965373,0
0.00905408897,0.00687499996,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.0132749248,0.00687499996,0.00319848978,1,200000,0.964557418457798,0,0.263873049965373,0
0.0161572546,0.00687499996,0.00398700591,1,200000,0.964557418457798,0,0.263873049965373,0
0.00671487441,0.00687499996,-0.000293664372,1,200000,0.964557418457798,0,0.263873049965373,0
0.00959720369,0.00687499996,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0138180396,0.00687499996,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0180388745,0.00687499996,0.00280423183,1,200000,0.964557418457798,0,0.263873049965373,0
0.0209212042,0.00687499996,0.00359274773,1,200000,0.964557418457798,0,0.263873049965373,0
0.0136911264,0.00687499996,-0.000871009368,1,200000,0.964557418457798,0,0.263873049965373,0
0.0165734552,0.00687499996,-8.24933377e-05,1,200000,0.964557418457798,0,0.263873049965373,0
0.020794291,0.00687499996,0.00107219676,1,200000,0.964557418457798,0,0.263873049965373,0
0.0250151269,0.00687499996,0.00222688681,1,200000,0.964557418457798,0,0.263873049965373,0
0.0278974567,0.00687499996,0.0030154027,1,200000,0.964557418457798,0,0.263873049965373,0
0.0206673779,0.00687499996,-0.00144835445,1,200000,0.964557418457798,0,0.263873049965373,0
0.0235497076,0.00687499996,-0.000659838377,1,200000,0.964557418457798,0,0.263873049965373,0
0.0277705435,0.00687499996,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0319913775,0.00687499996,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0348737091,0.00687499996,0.00243805768,1,200000,0.964557418457798,0,0.263873049965373,0
0.0254313275,0.00687499996,-0.0018426124,1,200000,0.964557418457798,0,0.263873049965373,0
0.0283136573,0.00687499996,-0.00105409638,1,200000,0.964557418457798,0,0.263873049965373,0
0.032534495,0.00687499996,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.0367553309,0.00687499996,0.00125528371,1,200000,0.964557418457798,0,0.263873049965373,0
0.0396376587,0.00687499996,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.00195092359,0.0105769765,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.00483325263,0.0105769765,0.00088910968,1,200000,0.964557418457798,0,0.263873049965373,0
0.00905408897,0.0105769765,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.0132749248,0.0105769765,0.00319848978,1,200000,0.964557418457798,0,0.263873049965373,0
0.0161572546,0.0105769765,0.00398700591,1,200000,0.964557418457798,0,0.263873049965373,0
0.00671487441,0.0105769765,-0.000293664372,1,200000,0.964557418457798,0,0.263873049965373,0
0.00959720369,0.0105769765,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0138180396,0.0105769765,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0180388745,0.0105769765,0.00280423183,1,200000,0.964557418457798,0,0.263873049965373,0
0.0209212042,0.0105769765,0.00359274773,1,200000,0.964557418457798,0,0.263873049965373,0
0.0136911264,0.0105769765,-0.000871009368,1,200000,0.964557418457798,0,0.263873049965373,0
0.0165734552,0.0105769765,-8.24933377e-05,1,200000,0.964557418457798,0,0.263873049965373,0
0.020794291,0.0105769765,0.00107219676,1,200000,0.964557418457798,0,0.263873049965373,0
0.0250151269,0.0105769765,0.00222688681,1,200000,0.964557418457798,0,0.263873049965373,0
0.0278974567,0.0105769765,0.0030154027,1,200000,0.964557418457798,0,0.263873049965373,0
0.0206673779,0.0105769765,-0.00144835445,1,200000,0.964557418457798,0,0.263873049965373,0
0.0235497076,0.0105769765,-0.000659838377,1,200000,0.964557418457798,0,0.263873049965373,0
0.0277705435,0.0105769765,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0319913775,0.0105769765,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0348737091,0.0105769765,0.00243805768,1,200000,0.964557418457798,0,0.263873049965373,0
0.0254313275,0.0105769765,-0.0018426124,1,200000,0.964557418457798,0,0.263873049965373,0
0.0283136573,0.0105769765,-0.00105409638,1,200000,0.964557418457798,0,0.263873049965373,0
0.032534495,0.0105769765,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.0367553309,0.0105769765,0.00125528371,1,200000,0.964557418457798,0,0.263873049965373,0
0.0396376587,0.0105769765,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.00195092359,0.0131049864,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
0.00483325263,0.0131049864,0.00088910968,1,200000,0.964557418457798,0,0.263873049965373,0
0.00905408897,0.0131049864,0.00204379973,1,200000,0.964557418457798,0,0.263873049965373,0
0.0132749248,0.0131049864,0.00319848978,1,200000,0.964557418457798,0,0.263873049965373,0
0.0161572546,0.0131049864,0.00398700591,1,200000,0.964557418457798,0,0.263873049965373,0
0.00671487441,0.0131049864,-0.000293664372,1,200000,0.964557418457798,0,0.263873049965373,0
0.00959720369,0.0131049864,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0138180396,0.0131049864,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0180388745,0.0131049864,0.00280423183,1,200000,0.964557418457798,0,0.263873049965373,0
0.0209212042,0.0131049864,0.00359274773,1,200000,0.964557418457798,0,0.263873049965373,0
0.0136911264,0.0131049864,-0.000871009368,1,200000,0.964557418457798,0,0.263873049965373,0
0.0165734552,0.0131049864,-8.24933377e-05,1,200000,0.964557418457798,0,0.263873049965373,0
0.020794291,0.0131049864,0.00107219676,1,200000,0.964557418457798,0,0.263873049965373,0
0.0250151269,0.0131049864,0.00222688681,1,200000,0.964557418457798,0,0.263873049965373,0
0.0278974567,0.0131049864,0.0030154027,1,200000,0.964557418457798,0,0.263873049965373,0
0.0206673779,0.0131049864,-0.00144835445,1,200000,0.964557418457798,0,0.263873049965373,0
0.0235497076,0.0131049864,-0.000659838377,1,200000,0.964557418457798,0,0.263873049965373,0
0.0277705435,0.0131049864,0.000494851673,1,200000,0.964557418457798,0,0.263873049965373,0
0.0319913775,0.0131049864,0.00164954178,1,200000,0.964557418457798,0,0.263873049965373,0
0.0348737091,0.0131049864,0.00243805768,1,200000,0.964557418457798,0,0.263873049965373,0
0.0254313275,0.0131049864,-0.0018426124,1,200000,0.964557418457798,0,0.263873049965373,0
0.0283136573,0.0131049864,-0.00105409638,1,200000,0.964557418457798,0,0.263873049965373,0
0.032534495,0.0131049864,0.000100593657,1,200000,0.964557418457798,0,0.263873049965373,0
